latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-30.197,153.14,310.2,1,1,2017-05-01,0000,T,70,6.0NRT,289.8,9.4,D
-30.905,146.848,332.7,1.7,1.3,2017-05-01,0000,T,88,6.0NRT,289.5,61.4,D
-30.902,146.842,326.2,1.7,1.3,2017-05-01,0000,T,84,6.0NRT,290,43.3,D
-31.972,147.536,312,1.4,1.2,2017-05-01,0000,T,51,6.0NRT,293.5,14.1,D
-31.967,147.547,316,1.4,1.2,2017-05-01,0000,T,59,6.0NRT,291.1,20.5,D
-33.759,149.525,310.8,1.1,1,2017-05-01,0000,T,70,6.0NRT,286.8,13.1,D
-42.778,146.572,322,1.1,1,2017-05-01,0000,T,0,6.0NRT,279.8,24.8,D
-42.78,146.585,377.4,1.1,1,2017-05-01,0000,T,0,6.0NRT,285.6,162.7,D
-19.221,17.722,303.3,1.2,1.1,2017-05-01,0025,A,54,6.0NRT,285.1,10.1,N
-19.223,17.733,306.4,1.2,1.1,2017-05-01,0025,A,68,6.0NRT,285.9,12.8,N
-19.223,17.728,314.2,1.2,1.1,2017-05-01,0025,A,89,6.0NRT,285.6,19.7,N
12.422,23.844,306.6,1.1,1.1,2017-05-01,0015,A,69,6.0NRT,294.3,7.5,N
12.421,23.854,305.9,1.1,1.1,2017-05-01,0015,A,52,6.0NRT,294.5,7.2,N
12.391,23.796,306.1,1.1,1.1,2017-05-01,0015,A,67,6.0NRT,294.4,8,N
12.389,23.807,305.6,1.1,1.1,2017-05-01,0015,A,65,6.0NRT,294.2,7.3,N
12.387,23.817,310.1,1.1,1.1,2017-05-01,0015,A,79,6.0NRT,294.3,10.5,N
10.716,20.585,307.4,1,1,2017-05-01,0015,A,69,6.0NRT,296.8,6.1,N
10.715,20.594,309.8,1,1,2017-05-01,0015,A,77,6.0NRT,296.4,7.8,N
7.002,30.794,310.8,4.6,2,2017-05-01,0015,A,58,6.0NRT,285.8,95.9,N
7.003,30.787,311.4,4.6,2,2017-05-01,0015,A,50,6.0NRT,284.7,92.6,N
30.775,27.111,301.8,1,1,2017-05-01,0010,A,44,6.0NRT,286.4,6.5,N
0.21,15.213,307.1,1.4,1.2,2017-05-01,0020,A,70,6.0NRT,283.3,13.2,N
-4.204,16.878,304.1,1,1,2017-05-01,0020,A,58,6.0NRT,290.4,5.7,N
-4.205,16.887,315.9,1,1,2017-05-01,0020,A,92,6.0NRT,291.2,14.6,N
-5.677,12.274,300.1,1.8,1.3,2017-05-01,0020,A,13,6.0NRT,288.3,8.4,N
-6.071,11.362,307.5,2.1,1.4,2017-05-01,0020,A,55,6.0NRT,292.3,21.8,N
-6.322,11.285,308.6,2.1,1.4,2017-05-01,0020,A,61,6.0NRT,292.7,20.8,N
-6.353,11.154,310.6,2.2,1.4,2017-05-01,0020,A,71,6.0NRT,293.1,24.3,N
52.554,39.565,307.3,1.4,1.2,2017-05-01,0005,A,71,6.0NRT,282.7,17.5,N
52.55,39.585,311.2,1.4,1.2,2017-05-01,0005,A,82,6.0NRT,283.8,20.7,N
51.142,37.936,301,1.3,1.1,2017-05-01,0005,A,36,6.0NRT,281.9,10.8,N
55.718,41.865,304.1,1.4,1.2,2017-05-01,0000,A,58,6.0NRT,276.2,16.9,N
-4.098,138.947,309.9,1.7,1.3,2017-05-01,0130,T,69,6.0NRT,295.3,13.8,D
-12.474,130.922,316.2,1,1,2017-05-01,0130,T,0,6.0NRT,302.2,7.8,D
-13.602,132.248,316.1,1,1,2017-05-01,0130,T,60,6.0NRT,302.2,6,D
-13.603,132.258,323.9,1,1,2017-05-01,0130,T,75,6.0NRT,301.8,13.7,D
-13.743,131.833,315.5,1,1,2017-05-01,0130,T,58,6.0NRT,300.7,6,D
-13.745,131.842,316.2,1,1,2017-05-01,0130,T,60,6.0NRT,300.8,6.4,D
-13.603,130.362,311.7,1.1,1,2017-05-01,0130,T,28,6.0NRT,296.3,5.5,D
-13.611,130.351,313.7,1.1,1,2017-05-01,0130,T,58,6.0NRT,298.5,7.5,D
-13.89,131.889,318.5,1,1,2017-05-01,0130,T,55,6.0NRT,302.2,7,D
-13.899,131.888,341.3,1,1,2017-05-01,0130,T,90,6.0NRT,302.4,36.2,D
-13.9,131.897,327.1,1,1,2017-05-01,0130,T,78,6.0NRT,303.5,15.5,D
-14.176,132.399,319.7,1,1,2017-05-01,0130,T,33,6.0NRT,303.3,6.3,D
-14.175,132.327,317.7,1,1,2017-05-01,0130,T,59,6.0NRT,301.1,6.7,D
-14.211,132.511,320.8,1,1,2017-05-01,0130,T,68,6.0NRT,303.4,9.2,D
-14.174,132.195,317.9,1,1,2017-05-01,0130,T,55,6.0NRT,302.6,6,D
-14.232,132.47,325.6,1,1,2017-05-01,0130,T,76,6.0NRT,302.8,14.6,D
-14.234,132.479,326.2,1,1,2017-05-01,0130,T,76,6.0NRT,304.8,14.9,D
-14.243,132.478,320.3,1,1,2017-05-01,0130,T,67,6.0NRT,302.7,8.9,D
-14.271,131.976,321.1,1,1,2017-05-01,0130,T,69,6.0NRT,302,9.6,D
-14.272,131.985,320.4,1,1,2017-05-01,0130,T,68,6.0NRT,304.1,8.8,D
-14.2,130.826,319.6,1,1,2017-05-01,0130,T,62,6.0NRT,303.6,8.3,D
-14.202,130.835,326.8,1,1,2017-05-01,0130,T,79,6.0NRT,302.9,15.9,D
-14.288,130.921,321.1,1,1,2017-05-01,0130,T,66,6.0NRT,302.1,8.7,D
-14.417,130.859,320.3,1,1,2017-05-01,0130,T,23,6.0NRT,301.1,8.8,D
-14.418,130.869,319.3,1,1,2017-05-01,0130,T,39,6.0NRT,302,8.3,D
-14.42,130.878,323.5,1,1,2017-05-01,0130,T,75,6.0NRT,302.5,13,D
-14.425,130.849,321.1,1,1,2017-05-01,0130,T,56,6.0NRT,300.9,10.2,D
35.939,140.679,319.7,1.1,1.1,2017-05-01,0120,T,40,6.0NRT,303.3,10,D
35.93,140.677,320.7,1.1,1.1,2017-05-01,0120,T,0,6.0NRT,303.5,11.1,D
35.354,139.875,319.2,1.2,1.1,2017-05-01,0120,T,0,6.0NRT,303.9,10.1,D
27.248,140.875,372.2,1,1,2017-05-01,0120,T,94,6.0NRT,311.9,119.8,D
27.246,140.885,354.2,1,1,2017-05-01,0120,T,97,6.0NRT,308.9,67.5,D
27.239,140.874,339.4,1,1,2017-05-01,0120,T,84,6.0NRT,299.5,39.1,D
27.237,140.884,321.7,1,1,2017-05-01,0120,T,74,6.0NRT,300.1,16,D
-15.023,131.768,337,1,1,2017-05-01,0135,T,87,6.0NRT,301.8,29.5,D
-15.024,131.777,339.2,1,1,2017-05-01,0135,T,88,6.0NRT,302.6,33,D
-15.331,131.176,331.2,1,1,2017-05-01,0135,T,61,6.0NRT,305.1,18.1,D
-15.343,131.193,323.8,1,1,2017-05-01,0135,T,26,6.0NRT,305.8,9.5,D
-15.349,131.173,328.1,1,1,2017-05-01,0135,T,51,6.0NRT,305.4,10.9,D
-15.374,131.217,321.8,1,1,2017-05-01,0135,T,43,6.0NRT,305.3,8,D
-15.399,131.326,333.5,1,1,2017-05-01,0135,T,84,6.0NRT,304.5,23,D
-15.423,131.297,331.9,1,1,2017-05-01,0135,T,82,6.0NRT,304.3,21.2,D
-15.425,131.25,324.2,1,1,2017-05-01,0135,T,64,6.0NRT,305,10.9,D
-15.426,131.259,319.9,1,1,2017-05-01,0135,T,43,6.0NRT,304.3,7,D
-15.434,131.125,322.3,1,1,2017-05-01,0135,T,64,6.0NRT,306.3,8.1,D
-15.435,131.134,323.6,1,1,2017-05-01,0135,T,66,6.0NRT,306.8,9.2,D
-15.491,131.138,321.2,1,1,2017-05-01,0135,T,55,6.0NRT,305.1,6.3,D
-15.53,131.218,319.9,1,1,2017-05-01,0135,T,46,6.0NRT,304,5.1,D
-15.569,131.231,339.9,1,1,2017-05-01,0135,T,89,6.0NRT,303.5,31.5,D
-15.577,131.223,320.9,1,1,2017-05-01,0135,T,63,6.0NRT,301.7,6.9,D
-15.579,131.232,320.3,1,1,2017-05-01,0135,T,47,6.0NRT,302.5,5.7,D
-15.58,131.242,357.5,1,1,2017-05-01,0135,T,98,6.0NRT,306,67,D
-15.581,131.251,339,1,1,2017-05-01,0135,T,88,6.0NRT,304.9,28.5,D
-15.589,131.24,332.4,1,1,2017-05-01,0135,T,82,6.0NRT,305.6,18.6,D
-15.648,131.326,324.1,1,1,2017-05-01,0135,T,69,6.0NRT,304.8,10.2,D
-15.358,128.712,316.3,1.2,1.1,2017-05-01,0135,T,56,6.0NRT,301.9,8.4,D
-15.72,131.005,318.8,1,1,2017-05-01,0135,T,40,6.0NRT,301.5,6.1,D
-15.768,131.143,334.1,1,1,2017-05-01,0135,T,84,6.0NRT,305.9,21.3,D
-15.769,131.152,328.6,1,1,2017-05-01,0135,T,78,6.0NRT,304.2,14.5,D
-15.787,131.149,322.2,1,1,2017-05-01,0135,T,61,6.0NRT,303.3,8.3,D
-15.609,129.732,323.9,1.1,1,2017-05-01,0135,T,56,6.0NRT,302.3,12.7,D
-15.611,129.742,326.4,1.1,1,2017-05-01,0135,T,62,6.0NRT,304.6,15.1,D
-15.62,129.74,327.6,1.1,1,2017-05-01,0135,T,66,6.0NRT,301.4,16.7,D
-15.635,129.793,317.6,1.1,1,2017-05-01,0135,T,42,6.0NRT,299.5,6.5,D
-15.8,130.865,322.8,1,1,2017-05-01,0135,T,69,6.0NRT,303.9,9.1,D
-15.817,130.853,327.1,1,1,2017-05-01,0135,T,45,6.0NRT,303.3,12.5,D
-15.823,130.775,350.7,1,1,2017-05-01,0135,T,95,6.0NRT,305.4,53.7,D
-15.825,130.785,329,1,1,2017-05-01,0135,T,78,6.0NRT,304.6,16.1,D
-15.838,130.811,321.4,1,1,2017-05-01,0135,T,9,6.0NRT,304.7,7.4,D
-15.987,130.098,324.2,1,1,2017-05-01,0135,T,37,6.0NRT,305.4,8.5,D
-16.143,130.332,320.1,1,1,2017-05-01,0135,T,55,6.0NRT,304.6,5.9,D
-16.182,130.348,326.6,1,1,2017-05-01,0135,T,75,6.0NRT,304.8,12.8,D
-16.592,133.04,326.6,1.1,1,2017-05-01,0135,T,77,6.0NRT,303,15.7,D
-16.594,133.05,318.9,1.1,1,2017-05-01,0135,T,52,6.0NRT,303.6,7.3,D
-17.013,135.841,317.3,1.6,1.2,2017-05-01,0135,T,61,6.0NRT,303.5,13.3,D
-16.275,130.47,321.2,1,1,2017-05-01,0135,T,66,6.0NRT,304.4,9.2,D
-16.792,130.543,323.9,1,1,2017-05-01,0135,T,38,6.0NRT,304.8,8.2,D
-18.751,124.728,320.7,1.9,1.4,2017-05-01,0135,T,76,6.0NRT,294.6,34.3,D
-18.763,124.726,316.1,1.9,1.4,2017-05-01,0135,T,61,6.0NRT,294,22,D
-18.753,124.721,321,1.9,1.4,2017-05-01,0135,T,75,6.0NRT,294.7,36.3,D
-18.757,124.739,320.5,1.9,1.4,2017-05-01,0135,T,75,6.0NRT,295.2,34.8,D
-18.812,124.766,312.6,1.9,1.4,2017-05-01,0135,T,39,6.0NRT,296.2,12.7,D
-18.815,124.498,336.9,2,1.4,2017-05-01,0135,T,88,6.0NRT,299.2,83.7,D
-18.816,124.491,325.4,2,1.4,2017-05-01,0135,T,79,6.0NRT,299,42.5,D
-18.82,124.51,323,2,1.4,2017-05-01,0135,T,76,6.0NRT,298.2,35,D
-18.922,124.794,324.8,1.9,1.3,2017-05-01,0135,T,78,6.0NRT,299.5,38.4,D
-18.934,124.792,328.3,1.9,1.3,2017-05-01,0135,T,82,6.0NRT,297.4,48.7,D
-19.035,122.902,313.7,2.6,1.6,2017-05-01,0135,T,53,6.0NRT,299.6,21.1,D
-20.292,128.338,327,1.1,1,2017-05-01,0135,T,76,6.0NRT,305.2,17,D
-20.294,128.348,331.6,1.1,1,2017-05-01,0135,T,81,6.0NRT,306.6,23.5,D
-20.302,128.336,325.9,1.1,1,2017-05-01,0135,T,75,6.0NRT,305,16.5,D
-20.303,128.347,323.6,1.1,1,2017-05-01,0135,T,71,6.0NRT,305.5,13.4,D
-20.497,128.741,322.5,1.1,1,2017-05-01,0135,T,63,6.0NRT,303.1,11.3,D
-20.5,128.761,339.8,1.1,1,2017-05-01,0135,T,88,6.0NRT,305.8,34.5,D
-20.505,128.791,351.9,1.1,1,2017-05-01,0135,T,96,6.0NRT,306.4,59.6,D
-20.514,128.79,324.8,1.1,1,2017-05-01,0135,T,38,6.0NRT,308.5,11.5,D
-20.515,128.8,329.2,1.1,1,2017-05-01,0135,T,74,6.0NRT,306.2,17.3,D
-20.566,129.007,326.8,1,1,2017-05-01,0135,T,76,6.0NRT,307.6,15.7,D
-20.572,129.046,318.9,1,1,2017-05-01,0135,T,60,6.0NRT,305.2,7.6,D
-20.555,128.828,317.8,1.1,1,2017-05-01,0135,T,55,6.0NRT,304.9,7.3,D
-20.991,130.168,335.4,1,1,2017-05-01,0135,T,84,6.0NRT,306.7,24.2,D
-20.992,130.178,343.6,1,1,2017-05-01,0135,T,90,6.0NRT,310,37.7,D
-21.066,130.365,327.9,1,1,2017-05-01,0135,T,76,6.0NRT,309.1,13.7,D
-21.08,130.147,328.4,1,1,2017-05-01,0135,T,61,6.0NRT,307.6,14.6,D
-21.724,122.886,332.6,2.3,1.5,2017-05-01,0135,T,85,6.0NRT,301.4,86.3,D
-21.728,122.908,327.5,2.3,1.5,2017-05-01,0135,T,81,6.0NRT,300.3,63.3,D
-21.737,122.883,343.7,2.3,1.5,2017-05-01,0135,T,92,6.0NRT,300.9,143.9,D
-21.742,122.905,334.5,2.3,1.5,2017-05-01,0135,T,86,6.0NRT,300.5,91.7,D
-21.75,122.949,329.6,2.3,1.5,2017-05-01,0135,T,82,6.0NRT,299.8,71.6,D
-21.746,122.859,325,2.3,1.5,2017-05-01,0135,T,78,6.0NRT,300.4,55.6,D
-21.751,122.881,321.1,2.3,1.5,2017-05-01,0135,T,55,6.0NRT,300,39.5,D
-21.759,122.924,326.4,2.3,1.5,2017-05-01,0135,T,76,6.0NRT,300.3,54.2,D
-21.763,122.946,336.8,2.3,1.5,2017-05-01,0135,T,88,6.0NRT,301.8,104.7,D
-21.733,122.878,336.2,2.3,1.5,2017-05-01,0135,T,87,6.0NRT,300.3,102.2,D
-21.738,122.899,360.4,2.3,1.5,2017-05-01,0135,T,100,6.0NRT,303.5,264.2,D
-21.746,122.943,322.3,2.3,1.5,2017-05-01,0135,T,75,6.0NRT,299.9,43.2,D
-21.75,122.964,313.8,2.3,1.5,2017-05-01,0135,T,17,6.0NRT,298.9,18.4,D
-21.759,122.94,341.7,2.3,1.5,2017-05-01,0135,T,91,6.0NRT,302.1,130.3,D
-21.755,122.85,321.4,2.3,1.5,2017-05-01,0135,T,74,6.0NRT,300.2,44.4,D
-21.759,122.872,336.2,2.3,1.5,2017-05-01,0135,T,87,6.0NRT,301.4,105,D
-21.821,122.713,312.7,2.3,1.5,2017-05-01,0135,T,55,6.0NRT,300.6,17.1,D
-21.865,122.726,311.4,2.3,1.5,2017-05-01,0135,T,48,6.0NRT,300.3,15,D
-29.903,116.093,304.1,4.3,1.9,2017-05-01,0135,T,54,6.0NRT,292.7,28.9,D
-33.596,138.304,333,3.8,1.8,2017-05-01,0135,T,85,6.0NRT,288,216.1,D
-30.155,115.448,303.9,4.7,2,2017-05-01,0135,T,51,6.0NRT,292.4,34.2,D
-30.166,115.496,305.7,4.6,2,2017-05-01,0135,T,58,6.0NRT,292.2,45.3,D
-33.602,138.297,332.4,3.8,1.8,2017-05-01,0135,T,85,6.0NRT,287.5,210,D
-30.164,115.489,307.4,4.6,2,2017-05-01,0135,T,62,6.0NRT,292.3,55.4,D
-33.781,137.877,311.3,3.6,1.8,2017-05-01,0135,T,36,6.0NRT,288.9,49.1,D
56.641,161.313,312.5,1.8,1.3,2017-05-01,0110,T,0,6.0NRT,274.9,37.3,D
44.439,131.401,308.2,4.6,2,2017-05-01,0115,T,55,6.0NRT,295.4,43.3,D
42.948,132.855,320.4,3.8,1.8,2017-05-01,0115,T,64,6.0NRT,295.6,95.2,D
42.944,132.756,313.7,3.8,1.8,2017-05-01,0115,T,43,6.0NRT,297.5,53.8,D
42.941,132.849,317.2,3.8,1.8,2017-05-01,0115,T,63,6.0NRT,295.3,74.8,D
-23.296,-53.465,308.1,1,1,2017-05-01,0210,T,73,6.0NRT,288.9,9.7,N
-23.297,-53.475,311.1,1,1,2017-05-01,0210,T,82,6.0NRT,289.6,11.9,N
-20.018,-47.694,311.4,1.7,1.3,2017-05-01,0210,T,83,6.0NRT,290.1,24,N
-20.006,-47.696,305,1.7,1.3,2017-05-01,0210,T,62,6.0NRT,290.4,15,N
-20.194,-49.139,301.9,1.4,1.2,2017-05-01,0210,T,45,6.0NRT,291.5,7.1,N
-20.184,-49.141,310.9,1.4,1.2,2017-05-01,0210,T,81,6.0NRT,291.3,16.2,N
-33.796,138.605,312.8,4,1.9,2017-05-01,0140,T,53,6.0NRT,284.5,77.3,D
-33.773,137.871,313.5,3.6,1.8,2017-05-01,0140,T,58,6.0NRT,289.7,60.1,D
-33.969,137.883,317.2,3.6,1.8,2017-05-01,0140,T,51,6.0NRT,282,86.2,D
-34.104,138.797,330.6,4.1,1.9,2017-05-01,0140,T,83,6.0NRT,288.2,223.5,D
-34.106,138.792,328.1,4.1,1.9,2017-05-01,0140,T,81,6.0NRT,288.6,200.3,D
-31.484,116.538,311.5,3.7,1.8,2017-05-01,0140,T,71,6.0NRT,291.1,60.3,D
31.593,5.965,303.8,1.4,1.2,2017-05-01,0150,A,57,6.0NRT,274.1,15.4,N
35.815,-0.259,313,1.1,1.1,2017-05-01,0145,A,86,6.0NRT,287.2,16.7,N
53.522,9.91,303.3,1,1,2017-05-01,0140,A,54,6.0NRT,274.2,10.2,N
52.166,10.418,329.8,1,1,2017-05-01,0140,A,100,6.0NRT,275.9,34.7,N
52.157,10.414,306.4,1,1,2017-05-01,0140,A,68,6.0NRT,275.1,12.3,N
-21.689,166.133,311.6,1,1,2017-05-01,0240,A,43,6.0NRT,295,6,D
-43.519,172.011,313,1,1,2017-05-01,0235,A,73,6.0NRT,283.5,14.4,D
-43.381,171.885,308.5,1,1,2017-05-01,0235,A,67,6.0NRT,282.6,11.5,D
-36.706,175.574,312.9,1.5,1.2,2017-05-01,0235,A,56,6.0NRT,286,22.7,D
-36.705,175.567,316.8,1.5,1.2,2017-05-01,0235,A,65,6.0NRT,286,26.3,D
-19.632,-57.907,313.5,1.6,1.2,2017-05-01,0215,T,87,6.0NRT,289.5,23.3,N
-19.621,-57.908,317.5,1.6,1.2,2017-05-01,0215,T,82,6.0NRT,289.6,28.2,N
-19.63,-57.898,309.9,1.6,1.2,2017-05-01,0215,T,23,6.0NRT,289,16.5,N
-19.621,-57.915,311.5,1.6,1.2,2017-05-01,0215,T,20,6.0NRT,289.4,18.6,N
-19.609,-57.916,308.7,1.6,1.2,2017-05-01,0215,T,27,6.0NRT,289.8,15.5,N
-17.377,-54.684,308.8,1,1,2017-05-01,0215,T,76,6.0NRT,291.6,8.6,N
-6.574,-51.105,311.7,1.7,1.3,2017-05-01,0215,T,83,6.0NRT,291,22.4,N
8.683,-63.151,304,1.4,1.2,2017-05-01,0220,T,53,6.0NRT,288.1,7.6,N
8.832,-62.297,306.7,1.2,1.1,2017-05-01,0220,T,69,6.0NRT,287.7,8.6,N
8.831,-62.308,305,1.2,1.1,2017-05-01,0220,T,63,6.0NRT,287.6,7.2,N
0.46,103.017,311.1,2.6,1.5,2017-05-01,0310,T,41,6.0NRT,290.9,19.7,D
0.091,102.748,312.3,2.7,1.6,2017-05-01,0310,T,50,6.0NRT,291.4,22.9,D
-1.806,114.151,310.2,1.6,1.2,2017-05-01,0310,T,46,6.0NRT,294.7,9.4,D
-2.195,113.898,316.2,1.5,1.2,2017-05-01,0310,T,14,6.0NRT,296.9,13.1,D
-2.359,111.303,315.8,1.1,1,2017-05-01,0310,T,67,6.0NRT,295.7,8.8,D
-4.235,104.906,315.2,1.5,1.2,2017-05-01,0310,T,65,6.0NRT,294.5,13.6,D
-6.136,106.285,317.9,1.2,1.1,2017-05-01,0310,T,58,6.0NRT,298,8.2,D
-6.388,107.213,317.7,1.1,1,2017-05-01,0310,T,45,6.0NRT,299.1,7.5,D
-6.418,107.412,317.1,1.1,1,2017-05-01,0310,T,55,6.0NRT,299.6,7.4,D
-6.45,107.449,314.2,1,1,2017-05-01,0310,T,50,6.0NRT,298,5.8,D
-6.451,107.458,316.3,1,1,2017-05-01,0310,T,59,6.0NRT,298.3,7.4,D
-7.155,110.416,312.9,1.1,1,2017-05-01,0310,T,16,6.0NRT,296.3,4.9,D
-7.221,110.43,313.3,1.1,1,2017-05-01,0310,T,56,6.0NRT,295.8,7.2,D
-6.982,108.482,312.6,1,1,2017-05-01,0310,T,56,6.0NRT,297.3,5.3,D
-6.964,107.806,315.1,1,1,2017-05-01,0310,T,42,6.0NRT,297.9,6.8,D
-6.973,107.617,318.8,1,1,2017-05-01,0310,T,49,6.0NRT,299.4,6.3,D
34.955,117.027,305.6,1,1,2017-05-01,0300,T,13,6.0NRT,286,3.3,D
32.394,118.395,310.7,1,1,2017-05-01,0300,T,16,6.0NRT,290.9,4.2,D
32.214,118.603,326.8,1,1,2017-05-01,0300,T,73,6.0NRT,306.4,14.2,D
32.174,118.621,328.5,1,1,2017-05-01,0300,T,75,6.0NRT,302.3,23.3,D
31.751,119.632,320.8,1.1,1,2017-05-01,0300,T,39,6.0NRT,302.2,9,D
31.724,119.643,320.3,1.1,1,2017-05-01,0300,T,71,6.0NRT,302.1,11,D
27.06,120.246,311,1.4,1.2,2017-05-01,0300,T,33,6.0NRT,295.9,9.2,D
25.695,117.841,314.9,1.1,1,2017-05-01,0300,T,31,6.0NRT,299.3,8.1,D
25.373,118.795,314.2,1.2,1.1,2017-05-01,0300,T,31,6.0NRT,296.8,7.1,D
25.346,118.716,320.8,1.2,1.1,2017-05-01,0300,T,47,6.0NRT,299.3,12.9,D
24.283,114.799,313.5,1,1,2017-05-01,0300,T,34,6.0NRT,294.3,6.9,D
24.171,113.963,314.7,1.1,1,2017-05-01,0300,T,45,6.0NRT,289.7,8.7,D
24.075,113.857,311.4,1.1,1,2017-05-01,0300,T,58,6.0NRT,293.6,5.4,D
23.566,116.095,324.3,1,1,2017-05-01,0300,T,78,6.0NRT,297.1,15.7,D
22.509,112.846,319.8,1.1,1.1,2017-05-01,0300,T,56,6.0NRT,298.8,10,D
19.865,109.602,318.1,1.6,1.2,2017-05-01,0300,T,52,6.0NRT,297.6,11,D
19.495,104.275,312,4,1.9,2017-05-01,0300,T,57,6.0NRT,295.7,41,D
19.49,104.269,311.6,4,1.9,2017-05-01,0300,T,55,6.0NRT,295.7,37.3,D
51.67,124.389,309.2,1,1,2017-05-01,0255,T,62,6.0NRT,292.1,5,D
51.575,118.508,309.8,1.3,1.1,2017-05-01,0255,T,59,6.0NRT,293.7,6.1,D
51.254,119.811,330.9,1.2,1.1,2017-05-01,0255,T,74,6.0NRT,298,29.3,D
50.986,121.053,311.8,1.1,1,2017-05-01,0255,T,65,6.0NRT,293.7,7.9,D
49.365,129.741,307.7,1.5,1.2,2017-05-01,0255,T,66,6.0NRT,282,13.9,D
51.376,112.963,309.6,2.4,1.5,2017-05-01,0255,T,60,6.0NRT,293.1,18.5,D
48.359,133.087,321.9,2.3,1.5,2017-05-01,0255,T,81,6.0NRT,289.9,59.2,D
48.352,133.117,325.9,2.3,1.5,2017-05-01,0255,T,84,6.0NRT,291.1,73,D
48.363,133.082,310.5,2.3,1.5,2017-05-01,0255,T,69,6.0NRT,289.4,27.9,D
48.356,133.112,327.5,2.3,1.5,2017-05-01,0255,T,80,6.0NRT,290.8,81.4,D
48.344,133.105,310.2,2.3,1.5,2017-05-01,0255,T,70,6.0NRT,290.5,26.9,D
48.401,132.808,303.1,2.2,1.4,2017-05-01,0255,T,55,6.0NRT,286.4,16.2,D
50.662,119.082,314.8,1.2,1.1,2017-05-01,0255,T,54,6.0NRT,294.9,6.4,D
49.731,124.62,312.8,1,1,2017-05-01,0255,T,45,6.0NRT,296.3,3.6,D
50.607,115.584,324.9,1.8,1.3,2017-05-01,0255,T,77,6.0NRT,302.1,29.7,D
50.605,115.609,328.9,1.8,1.3,2017-05-01,0255,T,81,6.0NRT,303.6,41.5,D
50.603,115.634,319.7,1.8,1.3,2017-05-01,0255,T,53,6.0NRT,302.3,17.4,D
49.396,124.841,324.1,1,1,2017-05-01,0255,T,78,6.0NRT,299.5,15.7,D
49.372,124.935,323.4,1,1,2017-05-01,0255,T,78,6.0NRT,297.6,14.7,D
49.369,124.949,313.9,1,1,2017-05-01,0255,T,24,6.0NRT,297.7,5.4,D
49.365,124.927,314,1,1,2017-05-01,0255,T,64,6.0NRT,297.6,6.6,D
49.362,124.941,320.3,1,1,2017-05-01,0255,T,74,6.0NRT,297.3,12.6,D
49.317,125.161,315.3,1,1,2017-05-01,0255,T,68,6.0NRT,295.2,7.6,D
49.383,124.582,318.3,1,1,2017-05-01,0255,T,71,6.0NRT,303.8,6.6,D
49.314,124.892,312.2,1,1,2017-05-01,0255,T,60,6.0NRT,296.7,4.7,D
50.175,117.799,338.4,1.4,1.2,2017-05-01,0255,T,87,6.0NRT,304,48.9,D
50.167,117.779,363.8,1.4,1.2,2017-05-01,0255,T,100,6.0NRT,307.6,138.1,D
50.165,117.797,335.4,1.4,1.2,2017-05-01,0255,T,85,6.0NRT,305.6,40.5,D
50.158,117.757,321.4,1.4,1.2,2017-05-01,0255,T,67,6.0NRT,303.8,14.5,D
50.157,117.776,347.9,1.4,1.2,2017-05-01,0255,T,93,6.0NRT,306,76.1,D
49.222,124.763,313.9,1,1,2017-05-01,0255,T,64,6.0NRT,297.7,5.4,D
49.206,124.576,323.1,1,1,2017-05-01,0255,T,77,6.0NRT,301.8,12.7,D
47.817,131.453,323.2,2,1.4,2017-05-01,0255,T,63,6.0NRT,279.1,52.5,D
47.811,131.478,319.2,2,1.4,2017-05-01,0255,T,47,6.0NRT,281.6,41.3,D
49.144,124.561,319.3,1,1,2017-05-01,0255,T,71,6.0NRT,303.8,8.5,D
47.809,131.47,328.6,2,1.4,2017-05-01,0255,T,76,6.0NRT,281.3,67.2,D
49.097,124.675,317.9,1,1,2017-05-01,0255,T,67,6.0NRT,304.2,6.7,D
49.095,124.689,322.9,1,1,2017-05-01,0255,T,76,6.0NRT,304.4,11.8,D
48.907,125.586,328.4,1.1,1,2017-05-01,0255,T,82,6.0NRT,300.8,22.8,D
48.904,125.6,326.8,1.1,1,2017-05-01,0255,T,81,6.0NRT,300.5,20.9,D
49.05,124.672,316.1,1,1,2017-05-01,0255,T,66,6.0NRT,300.3,6.1,D
48.903,124.663,320.3,1,1,2017-05-01,0255,T,47,6.0NRT,301.7,10.6,D
48.894,124.66,322.7,1,1,2017-05-01,0255,T,66,6.0NRT,302.2,12.9,D
48.827,124.382,318,1,1,2017-05-01,0255,T,70,6.0NRT,302.6,7.9,D
47.298,131.267,301.4,2,1.4,2017-05-01,0255,T,40,6.0NRT,284.4,13.1,D
48.092,126.418,323.7,1.2,1.1,2017-05-01,0255,T,80,6.0NRT,288.1,23.8,D
48.603,123.314,323.7,1,1,2017-05-01,0255,T,75,6.0NRT,305.4,11,D
48.601,123.328,326.6,1,1,2017-05-01,0255,T,78,6.0NRT,305.3,14.2,D
48.355,123.295,318.9,1,1,2017-05-01,0255,T,61,6.0NRT,306.8,4.8,D
48.953,111.796,321.4,2.6,1.6,2017-05-01,0255,T,71,6.0NRT,302,44.6,D
48.945,111.944,331.1,2.6,1.5,2017-05-01,0255,T,82,6.0NRT,302,86,D
48.931,111.943,327,2.6,1.5,2017-05-01,0255,T,78,6.0NRT,303.8,62.9,D
